iterations,loss,generated_seq
6200,1.8754073762130998,": “What the said. “Not the sing the wine the winger?”

“Yes. The was a street in the wine the street a was a street to the down the wine the wine the was street of the street the dide be.”

“Yes bull t"
6300,1.8725845204561298,"æe a said. “He said. “You’ll and and all friends and the come and went and all and all about the was a rearred and said. “He was the said. “I’m and net said. “He were and he with him.”

“He went and ar"
6400,1.8755837399675288,îas file off the sto the stare and and and and the rack the back to the starch the said. “I was and the starch off the have the strome and and said. “I said. “I said. “I said. “I said. “I said. “I said
6500,1.876135036743839,Eng the fill strom the plooked the come to the come and a came of the started the strom the bolling the crowken the fid the come the crowked a came the mough the crowked the mough the crowker. I came t
6600,1.87122882251057,. I said. “I’m and was the pate the where was a ling and and and and of the people the ring of the came the door the said. “I’m and and a se and and sine the people the said. “I’m and and and and was t
6700,1.871804522300184,4 and the dart the was the was the bull and the was the was the rotter and and the was and the hotter and I was a good the they was a the was they are the right the was the bull-forned the did the was 
6800,1.8672547026164603,"$ the was and the bal and the lass she winner the bee beer the mear and the beet was was and the beer.”

“Where with the look said. “I said. “I was and and the bals was and the starred the want from an"
6900,1.859418351356819,5geed in the wine the want the rid with the row. I said. “She wait the right said. “The stain said. “I said. “The was and and and the go the winger and the bell the winged and the bell the rid said. “S
7000,1.8576581539068522,e of the good and the beeped and the down. The work a way and at the said. “The counted the sad the could and a said. “You said. “The could and are and are the said. “A way and the cark and a see and t
7100,1.8569114927640478,2The was a came the stopped was a street do the rog I said. “I was a stopped the rassed the dond the storned the could had the read a dond and the could stain the tras a read a gorned the come the dond
7200,1.8550128532114676,s                                                                                                                                                                                                        
7300,1.851467209768974,Get was and a boding to the and and his and of the the the could said. “I dand the bull. The bealle the to the fould was a ding and and not to the to the clottle and a bottle the bottle to the the read
7400,1.8427261088868072,"E”

“I said. “I down to the bean the beally some on the talk and the bealling the talking and the barget and all said.

“I down to the said. “Where all to the said. “I dam and the said.

“I was a bottl"
7500,1.8392935444999727,d and was and was and the back the buset the said. “I was was and beack and see the start on the monced the of the med said. “I was and said. “He said. “I was was beach the said. “I said. “He was and s
7600,1.843897279083091,"”

“I said. “He was and was and was and whet and she watched and watched to the were was a don’t a long the bright the bead the watched and was a bull got and and was and and was and said. “I don’t out"
7700,1.839174883065555,"gething one and were a was a ritter was a rittle said, “I said. “I said. “I said. “Where any the said. “I stay said. “I had and the star as one were any a for and said. “I don’t sheet on the bead one a"
7800,1.838663629081169,Juken the peept on the fine the becars the table the started the down the bull with the fight one of as and as the table on the started the bure on the beople the opence on the was and the stace on the
7900,1.840270149394058,"2

“I said. “I dark and the ling the stople hard the fing the bar the start the got the fing in the browed and had the start the started him to the bar the earong the man the fing to the starter the ta"
8000,1.8453511197446018,"?”

“I said. “I was a light the merst and said to the fing the street and the street and the street the stood and and around and and and say and I said. “I dam a lite and said. “You said. “I day and sa"
8100,1.846601844506953,ZOus and he said. “I dand to he said. “I dance a the came and him and the his a the came him a table in the street and the came and him the said. “I that that a the back and was a the came it a table o
8200,1.8451781537102934,"4 and the chair, the counder the get were was a tim the bulls. “I don’t was a treet said. “I was a greet the streeter the me and the bulls the could and were and the street in the bulls. The came the t"
8300,1.8395423478371618,"ught to the bull, was were and was were was at the counted and the bead was and the the bart and the bull, was the bothere and the was was was and were the to the table the was and have was all been th"
8400,1.8362489974792038,2se was a looked the come about and was a looked the the came a looked a can’t and the started the came the carted the stre and the start and a the start out and and the people the bart and and a looke
8500,1.8327745580417376,"âght a trees the bull-fight we were was all the bull, and the bull-fight to he had the came in the came were a were the bull-fight a trees to said a fine the start the bull-fight the came with the bull"
8600,1.8239954957680296,*                                                                                                                                                                                                        
8700,1.819200053804099,very and a strain and the bustame was and and the starts and and start to the stople the stander and and the came and were was and the got to stople and was and the bus and showds and and the busting a
8800,1.8223177501275407,xond and the said. “It was the bus the the the bean driver said. “It was of the to the for the course the said. “It was and had the crosse of the crose the the bus and the had and had the with all the 
8900,1.8290759310928213,just a lead to seen the bed a looked a looked and he said. “I wouldn’t said. “I some to said. “She so hout the count of the bed a looked to the said. “The his and her a lassed and the fine to the bell 
9000,1.8283661902175756,ne was and the table was a good the took the be was a greet a came on the took the carcing the took a looked to the back and the table the came and her the came here what said. “They said. “I took the 
9100,1.8326722267021325,d the said. “I do the bull was a chapsed and the care with the care the came the care the come the came the treet the came were the read a get the bull-fight a said. “I said. “I said. “We was a chalk t
9200,1.8191869106704928,; said. “I don’t the bull to the bull was and a love the did the fill the fine a long the back the bull the little as as a bather a love the bad the back to the bull and the better was as the bar a goo
9300,1.815089584708889,"N
Cohn stook the come the count the said on the bars in the crowd and he said. “I was and the rotter the like the bell and the till the rest the bell been the bell-fight the bad the could bell on the t"
9400,1.819602058574138,zers and her said. “I don’t I some it of the said. “I said. “What stace the come to the bull the can stack of the came and and the come of the come to the table in the said. “I was and the come of the 
9500,1.8191186709857972,l a come of the fiend a come of the come in the was a wind to the bus of the come to the come of the to to come of the come of the fies of the to the been a strains the come to the to the bothing of th
9600,1.8204733433922167,"You said. “They said. “I said.

“You said. “They were and the come the come the come the go the fiended the said the said. “I stare the crowd and the come the table taber won the back a crowd and said."
9700,1.823265098644095,çale a little in the do the said to the come a some the said the could out the said a get a look and the batter the bull-feet the bull and the back the the batter and the buser the come the the had the
9800,1.8169825937515771,You know a long and with the butter a come on and and around and had the bottord and around and anothing the back and the with a don’t had a bottong the but the rottong the batted the but and I was and
9900,1.8223311181577437,"Do and the came been and the first was said. “I’ll said. “I have been and for and looked the back and the called and fun the bach and like the called the bull said. “I’m now said.

“I said. “She said. "
10000,1.8187176399030018,"!”

“I had was and the come and the come a btarress the pack the said a street a good the barred and the bull-fight and the fine the come the barring the bull-bak of the back and said. “I said. “They w"
