iterations,loss,generated_seq
30500,2.627384069058581,"ôe po Ro Ro Ro Ro
he pe pe pe po nore po Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro

“Ge pe pe pere pe pe pe poull-ouldouthe po Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro Ro"
31000,2.6280483721539962,je se he          ro said the we  the      be we         the mate we      on be the  he  ad he we said he  saide     the saide          te he at he              e way he  he  the  he  the          be a
31500,2.6281052881432574,=Thim the the the the the this the the the the the the the the the the the the the the the the the thimand the the the the the the the the the the the the the the the the the the the mo the the the the
32000,2.64678924946643,"outhe of the of the the the of the the of the of the the of the the the of the of the of the the the the the the theree reren the fashe the the of the of the the the the the the the of the onereres, th"
32500,2.648290412822939,:all the to the to the tomeris all theris all nomeris all all the tomerit all theril all the tomerill all the tomeril tos all alatil all all arericeril to the tose to in to ther to the to the tomerit a
33000,2.6449769448694576,/ay and and and ane and and of the and and of thang and and of the and and of the an and to the and and re and therere the ang ang and and of the and and of in the therer and and and to the and and and
33500,2.657077810964203,""" Sure                                                                                                                                                                                                   "
34000,2.649508641904737,ö the to the the the the the to therereler of of the buld the to the the the out the of the the to thered the the the arthe the the the ot he hit her the the the theto wit heto the out the the wourmede
34500,2.6576545482516014,")he11
A Sowe.”

“Whe.”

“Whet.

“Whe thet thet we.

“Whe.”

“Whet thet. Sook thet the tot the.

“Whethistallohet. Sowe.

“Whe1”

“Whe



“Whet,


“Whetothet’band.


“Whet thet.”

“What. thethe the.

“W"
35000,2.6609762894702143,Cas the the the the the ball tone to the the the the the the the the the the the the the the the me the bay he the the the tome the to the the the the the the the the the bere the the the the the the t
35500,2.671574349693658,Î  Re of we be bee we of    Re the we wo tor the the we be it wo the we we worde wo the we wo the wo the we we wo the wo the wo the wo the we willing the wo the wrethe wo the buld  de be word blor the 
36000,2.676203872177513,"oung the are the are the ars the ars the fo the of


“Y here and the and of he are the ne the the he and the and the he the are the he sen the he the the he the and and and and he the and of here and h"
36500,2.682242083718139,ER of the tor the pad the the and the and and the r the pow the the pad and and of and the seowain the the the and the per and the and the arand and the the the and the th ofd the an and of the the of 
37000,2.678399405468865,Îa arom and and the sain the saind be and saing and the and tain sains sains ind and the bull the sed sain be and and tain ithe be but willo se and ind and sain bullo the and mak he be se sed ber and s
37500,2.6596650604631207,"﻿her his the his old his the his mo shove and ind his shove oullft shove and ind his sh her his sh him wime should him, bull the mo should bime overl willly the his so d him himy bull bould hime ould b"
38000,2.6502327334534157,üll nt bull-has bakedhe ware braron at d brarin fre dre bu bupe he bull no dare bull Nathe bull-in bu he bull ne bull-in bre bull nted dr the bull ne bull-in bu be bull-is at bin brare bre bre bu he bu
38500,2.6512174013132825,½ of the yorner and hould here the he of the yorner and he the young the yord and he we and here  younge were of the he wou r of the he wou ad at ge wou and her to Pere and he was the wild he woughe wo
39000,2.6440624963228765,"Horde said. The dim of and dre dr and said.
the samed said. The do dr same samed of u dere said. “Wugh      said. “Wo dr same samed said. “fighted so dr sa de of u d dow dr the de mader dow.”

“Eg of d"
39500,2.655040189223202,fing and of gone she sall he sood cone so hood sailll goung as and and st so hood so so had ss and so had he st and so had so harte to ss and so ss and so hood sone and st and so hes is and so hes and 
40000,2.679725647094658,"ullor,” Po to Por to or st I to d so got I the the sad the s we o tort ofe so the ho or to to tor tor, to to Por to to tor wo Por tor to Pot the to to the to to Por to to the the the st I tor,” Port I "
40500,2.674880125608618,"Î bordon th    con the and the s of s of of of and th man of srmen.

Te th the on th  n the boment of of th  boment of of of of of and the m hand themot not only the man on th    bord bon th  and the h"
41000,2.6819309631069372,î on. At sas at to lorn t lordlallit at to lone a lorn as at the pas cay aTrent las gover say the lornt le as the a lone t lornst” Pas nore las the las at the las the arin of the lordat at lonts tt le 
41500,2.6680146235097513,f and the the the the the of the wit the the band and the the the the ban wang the the wat wat the the the the the ban the the the was the the ban the the wat the band the of the it the the do the ban 
42000,2.648328957105473,( wan the wand on the wan the wand the wand the wand the wor wan the wan wancher wan ther wan the wand the wand the wan wan wall the wand the he wo waill the wand the wan the wand there wan the wand th
42500,2.667995864737193,Mng of s  s of the surkim surn the of the s fing surd for the in the co d sing surn for chis su sims of s of s of the s fing suche his su dis sum is sum fing suc s fied in the s ford is suche s fing su
43000,2.65245078967587,"^ Se himg  dr a limt had the ase  dim to Bit ally allmorad a lim the bror a ling as the  or a as he he he he he ally the  rimple  a as ames the he here  ad, drid the  rid it thed baighimle ally  here  "
43500,2.6678762076775233,"(h is as as as _I
I are as as as as as as and if as as and ifll of ary is as as as as as are his and is as are is is he his as as as as as as as as as of as his of as as _I
I his as his as as as as as "
44000,2.6677503825866724,"qhamezes and the sesough at pat s at ponithe at pon p an sedu

 in said in ough theaKe s at pat the s puchat saineshe at han s any an es pin seat pouge at panethe pan ough pan the pan the souges sameze"
44500,2.6671909566311807,° h and to areto and and and and and and and and and and and the was to and and to and and to and and to are the was as are and  ge as and and and and and and all as areare as and and and and to are th
45000,2.679817037070735,=hated buld the  and the sawer st was bould wat and the withat wathe was bron the sawer sawer and bullot Javeraverill as and wand the wat and and the was bo the st was and wand  but Shand and  and  and
45500,2.67728016520008,]       fe                                                                                                                                                                                               
46000,2.6652606847826408,"e at it on a seovea and bund at and but bu and but se ind but rive n the buld the buld
seindt she but the but the
s and but but but but rit ind bushe buld buld but Jas and but and bur and bullin Mere a"
46500,2.6584634648700267,2the    he        one he come he      one h   one he      onee the said. He be en the h   he coreche Ple           one h  one he  he one  we he s  he corr he                        oneehe cr he      he
47000,2.6758503866516556, Ous arot nothen at nt Bing at is and thit and the Bull and that ar and out outhe ou at the gomenoull and thithchat at at is a othe Bull as at nt Bull at the at the saighthat and that Bt Bull and the t
47500,2.680363615935575,"ô we was  was  a  the the wen the we was  we was  we wowewas we we was  a  we was  and the we was  was  was  a e he was  we was  we wowio the the whe pow he was  a  way the
 dwewhe was  a of was  we wh"
48000,2.663803114850312,d hat and hith and and at and hat and and and the and and the the the had hith ad a at and it and the the dat d hithe at and he and d a hat m The had a e the the d a haing ar and had the at a e mt have
48500,2.649796795168919,>Lor the                                                                                                                                                                                                 
49000,2.6588370676597948,t the the the the the the the the the the the the the the the the the the the the of the the the the the the the the the the of the  to the the the the the the the wivethe the the the ye the the the th
49500,2.662989769532462,!” He t the wand the ing the the to to wing the wad the  and and the ward to the the ware the wand san Ho  the  ing the ing the war the wand the  ing the ing the wand the  ing the pe  ing the the the t
50000,2.661328178652723,Xnd hhoughthe hh the the ber the buthe be s the the be ber me buthe hht hand mr the be the be bu hand hhand the es hhis the hhout dhe be the his th the hhe hhave th and the be be be hit him the baut th
50500,2.6605246847099093,nd s wing the s wing the  wing the s wim s wing hime the w r wing the s wer whe s wer h   the s were s wing the s wive wave  s wo r w h the ford s wing the w h the s winker wing the fow r wing the s we
51000,2.650770073982162,"""arg. Hord-ur but cord-ur bull could wout thery-uhis of the buthe whe cor cor bulls ofl chery-uhis hord-ur cood-f thery ch-ursery-ug-ourthordor of thery-ut the parthery ch-ursay of cor cor cout of Vour"
51500,2.6641184157325895,Land and the the the the whord Ber Buthe the whor the whor thand the s and the the the the the and the the ther Ber Ber Ber Bullr Bifl cor Ber Bn Bo Bit Bu Ber Ber Ber Ber Ber Ber Ber Ber Ber Ber Ber B
52000,2.6753142840934783,½ the       call and the call the calleand ce call walls and the callene             ce call and call the the call the callornot cous che call the calle   call w cous and ce the call all the ce call an
52500,2.673242057557119,"zoide wing che  s ge ce s and  he    we  wering ke s the s ing and  cade ce  wer werid ing ke s and  ce s and  caid.”

“N  cine cek ke the co ke s ing the s ing and che s and s and cand s the  we cine "
53000,2.6685646804379335,"?”

“Ho dol the the we we lide th  ling the the me nout the the the wite th him  lide we lide we  lin The the wing. Tuld we the we me the the the wite and dol the the we t  lid t dollill the we dollill"
53500,2.677918993723932,The ther n at the ther the the the alllall ms wal the s allll m at wall m wall at alllall the she the s wally and the the the the the the the walllllllllllllllolllowethe the the the s and the be thers 
54000,2.6679157457399896,Fowed he wed heard her were wed dand he reand her and her and he and he and heeher ard he ard he wed dand here are and he s and here whe weand her and here and he weand herer whe ward her d her and he 
54500,2.650557816387164,"àthe and and meand he and and and her and and the here have in and he ing and hand the and in havh havh he ing
win and meene and and and water he and the and and be and and heand in hand ling and in th"
55000,2.6488730822018467,ig whis whing wing whis whis whis whis hit bas whis whing whis whing whis whing whill whithis whister whin whing wing whit wat whis whis whis whis whit wing werour whis whis whith is whis whis whis whi
55500,2.6499293807500846,"/ the all is a and his al is alledallo thehis in the the mo alls all intin intial it ill s and all m d in harmall mon’t all the all is oull in the all is all a and has the the m
t into in intin all pal"
56000,2.6508471244408742,'The m that and and and and and and and and and and and them and and and and and and thas a m and and and and and and and and and and and and and and and and and and and that and and  mad mad and and a
56500,2.67447818455565,id. “Wallathe                                           the                                                      the the the                 the                                                         
57000,2.67764841313314,"ïe the the su the su

“I I I the sut to I the su

“I I Ind to to to to I su the sut to I I the the the sut the su stal the sut the su I the su su

“I I I the su su s the sut to the su the su str the th"
57500,2.682881936939643,. I s and s and And to the s are s are s the s and And the s and And to As s and And the s and And to the s a the sallllllllllllll t the s and the the s and And the s si All t the s a the silllllllll t
58000,2.673226569410944,@ull the the the the band the wand to wand to wang the the bak the bak the wand to the be wo dr bou the the band faakethe to we t to to we to wand luthe the we wou t wor to to wo drerer wand to to to t
58500,2.671015632164551,thand and hand and hand mand mo him I hou hat mo noul him I manche mo matathat mo math hat mo man man manot and hand and hing and molenoul and han man and and hanche mak noulan and and hanche manche mo
59000,2.661023120113295,$ the bow   to of t and * the of    of t and of t     of to to   to   wo   to   wout of                              d of t any to of t of t the to to   to   to   to to   to   bo   to and of           
59500,2.666134532426574,he tomear to the the the aro and the to aro ars and po and to takeste t arounay ar the to  and to arunly ar to the to ar to arum tome arun and aro to My ometo t and the tr to and way and the  and to ar
60000,2.673197101994536,"Vs_rnot the the the wherecare warland were wer wer

“Ater

“Atere wine ber

“Ato ber

“An thing wan sarind werenomerest the wethe thing the
bor the weof thin.

AIrin the whe were wethe the stere wirs o"
60500,2.659622507127762,">Ly the and wing bout beenone not the the the and Dornornivou’denot five verene the the morenive vere bentivering in the noveverimic vimenerenorat fornorniving areveenorD

Th I have ve the mavling Divo"
61000,2.650040218107978,oun the mor tom the cing at dor cord the mo Pordou  wor por said the cord mor onto Por the mo Por onthe cor would hor wourd mor onte said hot dorgord sook dour is mor wor come wor th could he cord on h
61500,2.6494490397001695,fly a st gou a giged arger and and and gight the and and at geand and and and arge allfifl geat and and and arger and and and the allfing reakedeand and and and and and and and argeat gigereas ging. Th
62000,2.6403552382538154,Q—hat the and and and at bat and at the at that at the and and at be and at and and at the and at thing at the and at at the and at thing at the at hav lac the and at bave and at the and at bave and an
62500,2.6452242126551027,· han and an and wan and and and and and and and and and and and and and and and and and anteleand and and and and and and and and and and and and an an and and and and and and and and and wan Mnere an
63000,2.656599414840462,è wee bee fe ound in wing and wing ande be wing are wing in ne we wee wee fe we. I wee to we bend wee to wee to wee to fere to we to wee to were to weenot wee to wee to we of fe be  be bere to we wee w
63500,2.676614899153746,0 the d in the the the thes in all she the the san the the the the the wo the the the the the the the the the the the the the the d the the s wal the the the san the and so she the the pis stion the th
64000,2.6758052070415124,"âLll wing the mo m the the
in the the mowem mo mere sit muthe me will meree withoureof memo m memo my a mere fo memo mhe fo mere fo m withou mucere feof m memo memo mere without welll wing the mo m the"
64500,2.6943551713097995,: the sare the sare the pat Fishthesish Fertan Farnting and Fishe of Fing of and Fare as sithere Frore Frorfithe she frish Figh as and Fing stiigh she she frish Fad Fifland Fish sting of the the sare t
65000,2.674156616386795,9bkime and and and and and and and and and the to the thand and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and that the and and 
65500,2.6747335414177913,@ing can the can the can the can the can the can the can the can the can the can the can the can the can the can thand an the che che caid the cand and the can the can the caid the can the che che can 
66000,2.6758502535797914,"âlow dand whall co said whally san what wode co haid whally cond what wad bar bard, haid what ally co said and whall s, hat whally what haved ally haid. Thes,ves, bugesaid sain haid and what what have "
66500,2.6674572194993713,& the the the the the the the the the the thethe the the the the the the the the the the the the the the the the the the the the the the the the the the the fit the the bul the the the the the the the 
67000,2.659257519111761,Pore sain the wall t serroverser ave provere saing s avet on and he ser onlin re s on the ser and he sain and on he and ov rser ave anowall the saing the ser serrough ave d overe sere ser as he saide s
67500,2.653587823639328,)nd have as as hon lov ll wand have of lond he s have say and lo do do say hould lone ko the mo the sand hand he s and have as have of lly st was his as was wold s hothe say hould she lone of was lo sh
68000,2.650704751690966,"oughas to the and I the coo I the ked aneas to I tough.

“Blowe and I I the and I the s the lot to the cand I the ked the an and I the ked and wand at ifed ink the the the and I I the cot the and he an"
68500,2.6443480370461927,"^

“Yous as as a was the was as as was was was whathis of the was as au
we was whou we tham was as the hat was whas a was was was aithis as a the bo the as a ye was as as as was as whou was as as aus a"
69000,2.656060079071052,îthit it it wite orinkied whit with with with s with it with with with was with with with s with and wing it with with with was with with with was it with with with sis with se we sit with with with wi
69500,2.6744418981509197,"ùethis t the the
f d this this t the the t to the the the the to the the the the the
t to hin the the the ind the the the and the the and the the the and ind the t this the the t the the the the the th"
70000,2.684141880261852,"—he the the ther the thersain the thersain the the cing
t piv the the the the the cing of the thersain the chertamkect piv thersaid.

“Whcing therving the the the the thersain with the the the the ther"
70500,2.696523313091139,t his ing the buse bhe ing the bet ing the his the h it ite and to the bute brand bo the bele bull d ing is brofing the brit ing bas and is it lo the bring ang  the be bhe ite and bo the brie bhe the b
71000,2.68537959941063,"$lllllo

“Whe of the wee of belill his
w.”

“Ienou se were ger he  of the were ge wenow and will bord. “I  e of the of

the e wou serofethe were geof the we wenoughe
wh e e of the wo killl re e  e of t"
71500,2.6866847652050985,You ing shthe him Hh him and himout himal ou hou him him him Ihe hand the him Hix ing him Mrim “I him him him hou lid ing hout ing him him hunk ing him I the fid ing him him him him and the ing him him
72000,2.6917284265925634,"ít d ic  of as daid. An thed is wharedis dis his n boulle the bude cal d is ared cam did bass dis dis d.

“Nou car car card on d bat front the cal the was opat did.

“Nouredaved as d at foredt bas thed"
72500,2.704878818927137,"0der fed fring the bal that the band in the bheno the bhe ing the mer thed feand
nd and in the bhe bhe fed in the bhand in that in that in the bhe bhat the bhe in the bhe    fed med fle bed in the bhen"
73000,2.702188659060406,"[_:1 to seric the boughopas ththere pas haid this he pas he the wast as ric the pas
s he  was thiserick ter thoughopay him Tht he   pas hay the paragerin the pall the thto the the pas he  wills the _—a"
73500,2.6922291915728724,Ms the we was bee    the wee weas the the weand the  the was bed and the wing tsed the was the was bee  was the  the the wed the the weras the weas beat the weree was be was the wing the  was be as bea
74000,2.68848094182654,èown being bee firying the bouged him wing Zoughing Zeing Zeof  the ping the boughe bouge boughis beof thing Zoo beand ing Zeing Zeing Ze pi ling Zhof youn him I wing Zeof the with of the wing Zeand in
74500,2.666472181584276,° ond was the mere we was s wite wither was whe were walet was whe wite wing the wing. And witherer we was where wallere were mer were wand whe we withere wal wany was s was the we walac it were was th
75000,2.6671775961822117,8unking d wull  unting the fin the che the the  rere r and and the che re re rere fordelf the d wid and the the was no fot the rat unking and the d in the at fordoras at fordere will  ised will  anking
75500,2.695756937708931,'s of the  f of the of sand fo and of f of the  fro com t the of the bo d from the  the f a T o of the f of the bo the fro comen oo s of led of the bordo caid. “Mr s and d and fo go d bo co say f of th
76000,2.6961739443151664,—ting that the areas the wirs and the soment ageand saikearmand the soment an are somes and the lis the mall the som the st Af are theare st Aversom and the sts the  the wise sally ally the s saipe all
76500,2.693965385227058,"âHaid. “Bing ar and and and and said. “Bithe the the the he the the wraid.

“Oing and kn wan an ar and and and her ka an an and and said. “Blm said. “Alf at and and said.

“Oos the said.

“Oing and an "
77000,2.6851918783089386,. Bun have the the the the the the the the the the said Robd the the the  the the the the the the the the the the the said have and the the the the mone the the the the the the the the said the ofe the
77500,2.6968251394422698,Je be the that the bulld I bere be and to mouninedat dimothe bulled at the the but mis the but moved allled be that at be but be but at d at the but I be bullle the but I be and I be bullly the the to 
78000,2.6807549335673095,"É
“He to not and thenov av the the s thenov av the the thenov athe the the the the the the the the the theno do he the the the s ththe the theno the the the the they the the thenov ainli s the the thed"
78500,2.678198886261766,"He andetheyore andee baing buld beras

“Ye bery wee bure ande ba the beso seras
we baid and andee bushe bers. The bare baser and and ander jounter bull s.”

“Ye andeande ber jaide berin the bery. D so "
79000,2.682514774690194,"_ld the beembere maid. Themer her re mo the mo t e mo t of teemo the mo the beserokt dand mer the mo t me move me maid. here me mas and mere me mo t e bere me me mo t thered sere mas
s med me mo t off "
79500,2.691958470807356,"œLe t J t Je and ford ford and allly we and tome  allly would to the the the is and to to the the t Jeat tome the the the t Je and to for to the t J t Jise all the t J t J t Jit to the allly to fo to, "
80000,2.6944999066994324,Con’t d h h allat anothing thenon’t at the hale s his and and his and and ing and s thenon’t ing an thent in thenon’t s s s and and oned his oned his and hong thenon’t s it and at thenon’t in thenot it
80500,2.694937711324917,%e s and come anoope as at and and and and and and and and and and and and che ang and and and and and and come ath arse anice arerent the sedared and and and of e couse bushe she sing and and and and 
81000,2.690994274662698,Ve son the and and and the sou he and and the so and and the so and and the sout and the so and and and and the so and the so and and of the s and the sowit and the so it and the and the s and the so M
81500,2.6696949034373127,"O The belore se below the belore
s s and he belor s the he beld he be t Jehe belor s and h sure bel h sere he lor lore
st and he belove belethe se belor  he bel h beld belor he below se belore belor th"
